HDR,HALF HOURLY OUTTURN GENERATION BY FUEL TYPE DATA
FUELHH,20201031,1,5146,0,0,6297,6565,86,487,0,130,1366,238,690,504,1446,688,0,0,0
FUELHH,20201031,2,4684,0,0,6282,6991,8,512,0,130,1366,238,690,504,1425,688,0,0,0
FUELHH,20201031,3,3989,0,0,6283,7595,0,474,1,144,1368,236,536,504,1407,568,0,0,0
FUELHH,20201031,4,3339,0,0,6281,7981,0,452,1,128,1296,236,534,504,1258,564,0,0,0
FUELHH,20201031,5,3686,0,0,6281,7966,0,440,1,129,136,236,626,504,1368,298,0,0,0
FUELHH,20201031,6,3238,0,0,6286,8265,0,437,1,146,58,170,628,504,1293,296,0,0,0
FUELHH,20201031,7,3792,0,0,6281,8807,0,425,1,128,0,80,258,504,1358,4,0,0,0
FUELHH,20201031,8,3407,0,0,6285,8482,0,430,1,129,0,82,240,504,1376,0,0,0,0
FUELHH,20201031,9,3512,0,0,6280,8638,0,463,1,145,0,82,0,504,1398,0,0,0,0
FUELHH,20201031,10,3455,0,0,6278,8650,0,468,1,127,0,82,0,504,1409,0,0,0,0
FUELHH,20201031,11,3844,0,0,6273,8793,0,494,0,169,0,82,0,504,1410,0,0,0,0
FUELHH,20201031,12,4109,0,0,6275,9061,0,512,0,152,0,82,0,504,1413,0,0,0,0
FUELHH,20201031,13,4801,0,0,6271,9403,0,514,0,136,0,82,0,504,1406,0,0,0,0
FUELHH,20201031,14,5347,0,0,6271,9474,0,515,0,137,0,82,0,504,1407,0,0,0,0
FUELHH,20201031,15,4894,0,0,6269,10248,0,548,0,137,0,82,0,504,1606,0,0,0,0
FUELHH,20201031,16,5130,0,0,6267,10334,0,636,0,149,0,82,0,504,1699,0,0,0,0
FUELHH,20201031,17,5364,0,0,6210,10279,0,559,0,135,992,82,0,504,1707,0,0,0,0
FUELHH,20201031,18,5368,0,0,6034,10246,0,564,0,143,1208,82,0,504,1855,0,0,0,0
FUELHH,20201031,19,5565,0,0,5832,10260,282,563,2,187,1456,54,0,504,1859,170,0,0,0
FUELHH,20201031,20,6280,0,0,5833,10240,414,584,49,290,1460,14,0,504,1842,176,0,0,0
FUELHH,20201031,21,6519,0,0,5830,10181,618,584,50,307,1460,0,172,504,1837,88,0,0,0
FUELHH,20201031,22,6833,0,0,5835,10303,546,550,49,299,1460,0,178,504,1833,88,0,0,0
FUELHH,20201031,23,6259,0,0,5832,10327,244,549,49,218,1458,64,718,504,1855,714,0,0,0
FUELHH,20201031,24,6164,0,0,5838,10892,148,549,53,157,1458,82,734,504,1855,732,0,0,0
FUELHH,20201031,25,5975,0,0,5835,10880,352,547,97,260,1458,82,734,504,1857,730,0,0,0
FUELHH,20201031,26,5947,0,0,5844,11074,56,528,97,261,1458,82,734,504,1857,732,0,0,0
FUELHH,20201031,27,5915,0,0,5835,10895,84,525,97,235,1460,82,540,504,1855,472,0,0,0
FUELHH,20201031,28,5575,0,0,5836,10849,0,519,0,135,1460,82,536,504,1853,468,0,0,0
FUELHH,20201031,29,5695,0,0,5834,10956,0,526,0,136,1724,82,0,504,1854,300,0,0,0
FUELHH,20201031,30,5737,0,0,5827,10960,0,549,0,133,1732,78,0,504,1855,298,0,0,0
FUELHH,20201031,31,6078,0,0,5829,10892,0,567,0,132,1786,80,0,504,1839,164,0,0,0
FUELHH,20201031,32,6364,0,0,5818,10839,280,622,0,139,1806,74,0,476,1868,188,0,0,0
FUELHH,20201031,33,6439,0,0,5823,10589,544,692,1,139,1852,80,564,504,1888,898,0,0,0
FUELHH,20201031,34,8565,0,0,5825,10407,842,681,94,233,1856,80,656,496,1883,928,0,0,0
FUELHH,20201031,35,9592,0,0,5827,10314,1036,685,98,408,2002,74,962,372,1882,1018,0,0,0
FUELHH,20201031,36,9850,0,0,5829,10458,1196,694,98,451,2004,0,966,288,1885,1020,0,0,0
FUELHH,20201031,37,9606,0,0,5823,10190,1346,699,98,427,2004,0,968,136,1853,1000,0,0,0
FUELHH,20201031,38,9565,0,0,5821,9912,1298,684,98,434,2004,0,968,60,1538,1000,0,0,0
FUELHH,20201031,39,9252,0,0,5826,9714,1068,682,95,376,1856,14,856,22,1178,926,0,0,0
FUELHH,20201031,40,8765,0,0,5826,9646,1016,682,48,367,1856,76,856,164,1178,926,0,0,0
FUELHH,20201031,41,8504,0,0,5830,9275,622,678,0,339,1708,82,852,328,1150,854,0,0,0
FUELHH,20201031,42,7797,0,0,5834,9097,490,676,0,217,1706,82,852,470,1123,854,0,0,0
FUELHH,20201031,43,7582,0,0,5827,9117,238,662,0,132,1658,82,708,434,1010,818,0,0,0
FUELHH,20201031,44,6789,0,0,5830,9197,204,658,0,131,1656,82,700,436,1036,818,0,0,0
FUELHH,20201031,45,7288,0,0,5828,9067,22,658,65,148,1608,82,0,504,998,216,0,0,0
FUELHH,20201031,46,6656,0,0,5832,9160,0,655,0,137,1608,82,0,504,740,198,0,0,0
FUELHH,20201031,47,5788,0,0,5830,9176,0,656,0,130,1506,118,0,504,736,0,0,0,0
FUELHH,20201031,48,5127,0,0,5831,9025,0,656,1,131,1504,128,0,504,731,0,0,0,0
FUELHH,20201101,1,4863,0,0,5829,9111,0,673,0,129,1406,128,0,504,733,0,0,0,0
FUELHH,20201101,2,4898,0,0,5813,9226,0,674,1,131,1372,128,0,504,734,0,0,0,0
FUELHH,20201101,3,4997,0,0,5802,9356,0,674,0,133,510,128,0,504,727,18,0,0,0
FUELHH,20201101,4,4014,0,0,5814,9573,0,678,0,130,438,128,0,504,730,12,0,0,0
FUELHH,20201101,5,4649,0,0,5815,9556,0,676,1,131,0,128,0,504,725,0,0,0,0
FUELHH,20201101,6,3607,0,0,5818,10103,0,674,1,130,0,120,0,504,729,0,0,0,0
FUELHH,20201101,7,3294,0,0,5812,10066,0,675,0,128,0,82,0,504,733,0,0,0,0
FUELHH,20201101,8,3196,0,0,5813,9971,0,674,1,129,0,82,0,504,735,0,0,0,0
FUELHH,20201101,9,3841,0,0,5816,9617,0,672,1,129,0,82,0,504,734,0,0,0,0
FUELHH,20201101,10,3615,0,0,5814,9621,0,673,1,129,0,82,0,504,735,0,0,0,0
FUELHH,20201101,11,4007,0,0,5810,9713,0,672,28,131,0,82,0,504,734,0,0,0,0
FUELHH,20201101,12,4290,0,0,5815,9766,0,668,98,129,0,82,0,504,732,0,0,0,0
FUELHH,20201101,13,4231,0,0,5815,9805,0,668,98,129,0,82,0,504,790,0,0,0,0
FUELHH,20201101,14,4212,0,0,5812,9910,0,671,99,147,0,82,0,504,1007,0,0,0,0
FUELHH,20201101,15,3789,0,0,5813,9836,0,682,98,158,490,82,0,504,1191,0,0,0,0
FUELHH,20201101,16,3980,0,0,5806,9793,0,686,73,159,540,82,0,504,1228,0,0,0,0
FUELHH,20201101,17,3655,0,0,5807,9788,0,684,1,135,1332,82,0,504,1178,0,0,0,0
FUELHH,20201101,18,3944,0,0,5802,9875,230,677,1,134,1368,82,0,504,1458,0,0,0,0
FUELHH,20201101,19,4356,0,0,5805,9880,286,676,1,139,1406,82,0,504,1814,280,0,0,0
FUELHH,20201101,20,5103,0,0,5807,10060,286,675,0,145,1408,68,0,504,1824,302,0,0,0
FUELHH,20201101,21,5264,0,0,5807,10602,162,676,79,242,1408,0,0,504,1828,320,0,0,0
FUELHH,20201101,22,5428,0,0,5812,11115,0,669,91,244,1408,42,0,490,1813,324,0,0,0
FUELHH,20201101,23,5130,0,0,5805,11214,0,693,82,241,1406,0,124,394,1807,650,0,0,0
FUELHH,20201101,24,5618,0,0,5810,11051,14,702,50,222,1406,0,130,482,1817,656,0,0,0
FUELHH,20201101,25,5475,0,0,5811,10948,36,711,0,129,1506,0,722,504,1838,756,0,0,0
FUELHH,20201101,26,5619,0,0,5816,11194,0,680,39,147,1506,0,752,470,1860,756,0,0,0
FUELHH,20201101,27,6051,0,0,5812,10818,0,675,98,177,1508,0,758,326,1859,756,0,0,0
FUELHH,20201101,28,6241,0,0,5810,10833,44,671,98,301,1508,0,758,282,1859,756,0,0,0
FUELHH,20201101,29,6632,0,0,5807,10816,106,678,99,301,1658,0,528,138,1864,828,0,0,0
FUELHH,20201101,30,7132,0,0,5810,10752,108,678,100,301,1658,0,524,90,1945,828,0,0,0
FUELHH,20201101,31,7477,0,0,5812,10619,692,703,99,291,1658,0,766,252,1948,828,0,0,0
FUELHH,20201101,32,8176,0,0,5811,10579,720,703,98,276,1662,0,768,266,1995,830,0,0,0
FUELHH,20201101,33,9139,0,0,5816,10565,936,704,98,272,1998,0,614,332,1990,998,0,0,0
FUELHH,20201101,34,10577,0,0,5809,10671,1190,728,98,325,2004,0,612,402,1990,1000,0,0,0
FUELHH,20201101,35,10662,0,0,5827,11260,888,937,98,410,2004,0,984,256,2026,1000,0,0,0
FUELHH,20201101,36,10316,0,0,5813,11322,1142,959,98,445,2004,0,994,102,2027,1000,0,0,0
FUELHH,20201101,37,10078,0,0,5811,11032,1150,984,98,332,2004,0,866,0,2031,1000,0,0,0
FUELHH,20201101,38,9742,0,0,5813,10832,1070,978,98,177,2004,0,864,0,2024,1000,0,0,0
FUELHH,20201101,39,9208,0,0,5818,10612,724,983,6,154,1906,0,730,0,1954,948,0,0,0
FUELHH,20201101,40,8013,0,0,5809,10476,552,987,0,137,1904,0,726,0,1876,948,0,0,0
FUELHH,20201101,41,7171,0,0,5812,10546,312,847,0,130,1806,0,736,32,1840,902,0,0,0
FUELHH,20201101,42,5798,0,0,5815,10850,108,846,1,136,1806,0,736,0,1788,902,0,0,0
FUELHH,20201101,43,5016,0,0,5811,11029,38,820,0,130,1610,0,706,0,1762,698,0,0,0
FUELHH,20201101,44,4140,0,0,5807,10941,0,816,0,129,1608,0,700,0,1722,696,0,0,0
FUELHH,20201101,45,4121,0,0,5808,10704,104,796,0,130,1410,0,0,0,1646,706,0,0,0
FUELHH,20201101,46,3508,0,0,5802,10456,0,794,1,129,1408,0,0,0,1353,702,0,0,0
FUELHH,20201101,47,3499,0,0,5809,10105,0,778,1,131,1368,0,0,0,1027,440,0,0,0
FUELHH,20201101,48,3398,0,0,5806,9866,0,778,1,128,1368,0,0,0,1140,438,0,0,0
FUELHH,20201102,1,3225,0,0,5805,9915,0,778,1,128,886,0,362,0,1037,492,0,0,0
FUELHH,20201102,2,3542,0,0,5787,9749,0,778,0,134,874,0,398,0,1006,492,0,0,0
FUELHH,20201102,3,3952,0,0,5791,9120,0,766,0,133,722,0,154,0,959,396,0,0,0
FUELHH,20201102,4,3513,0,0,5794,9106,0,694,0,129,718,0,146,0,922,388,0,0,0
FUELHH,20201102,5,4101,0,0,5794,8931,0,692,0,129,520,0,0,0,934,8,0,0,0
FUELHH,20201102,6,4135,0,0,5796,8998,0,692,97,131,518,0,0,0,932,0,0,0,0
FUELHH,20201102,7,3477,0,0,5799,9495,0,605,58,130,518,0,0,0,954,0,0,0,0
FUELHH,20201102,8,3005,0,0,5795,9770,0,603,0,131,518,0,0,74,1024,0,0,0,0
FUELHH,20201102,9,2927,0,0,5803,9866,0,602,0,129,590,0,0,214,1022,0,0,0,0
FUELHH,20201102,10,2785,0,0,5800,9894,0,619,0,129,590,0,0,278,1115,0,0,0,0
FUELHH,20201102,11,2947,0,0,5805,9987,0,807,1,128,42,0,0,236,1023,0,0,0,0
FUELHH,20201102,12,3592,0,0,5801,9866,0,791,1,130,28,0,0,230,1015,0,0,0,0
FUELHH,20201102,13,4235,0,0,5800,9797,0,808,1,132,758,0,178,354,1319,638,0,0,0
FUELHH,20201102,14,5509,0,0,5794,10283,0,813,1,136,800,0,188,486,1831,660,0,0,0
FUELHH,20201102,15,6575,0,0,5798,10467,0,968,0,128,1388,0,462,466,1962,852,0,0,0
FUELHH,20201102,16,7746,0,0,5800,10431,46,983,0,153,1408,0,468,366,1948,854,0,0,0
FUELHH,20201102,17,8201,0,0,5793,10271,276,1016,0,188,1846,0,856,216,1942,926,0,0,0
FUELHH,20201102,18,8480,0,0,5793,10393,214,1023,0,219,1856,0,868,152,1940,926,0,0,0
FUELHH,20201102,19,8134,0,0,5786,10272,766,1007,1,215,2004,0,992,24,1934,998,0,0,0
FUELHH,20201102,20,7817,0,0,5787,10262,514,1006,0,184,2006,0,994,0,1930,1000,0,0,0
FUELHH,20201102,21,7704,0,0,5820,10054,330,1002,0,136,2006,0,994,0,1749,1000,0,0,0
FUELHH,20201102,22,7505,0,0,5855,10006,328,1001,0,127,2004,0,994,0,1383,1000,0,0,0
FUELHH,20201102,23,7337,0,0,5881,10529,2,978,1,121,2004,0,972,0,1384,1000,0,0,0
FUELHH,20201102,24,7289,0,0,5867,10648,0,967,1,122,2006,0,972,0,1387,1000,0,0,0
FUELHH,20201102,25,7632,0,0,5879,10412,36,961,1,124,2004,0,994,0,1388,1000,0,0,0
FUELHH,20201102,26,7889,0,0,5943,10365,0,945,1,123,2004,0,992,0,1366,998,0,0,0
FUELHH,20201102,27,8162,0,0,5971,10350,138,1004,2,123,2006,0,776,28,1324,926,0,0,0
FUELHH,20201102,28,8264,0,0,5978,10152,0,1011,1,121,2006,0,772,170,1315,926,0,0,0
FUELHH,20201102,29,8323,0,0,5973,10206,0,1006,1,122,2004,0,990,320,1315,1000,0,0,0
FUELHH,20201102,30,8884,0,0,5970,9999,16,961,1,124,2004,0,994,398,1320,1000,0,0,0
FUELHH,20201102,31,10408,0,0,5974,9849,606,962,0,122,2006,0,180,380,1322,820,0,0,0
FUELHH,20201102,32,11999,0,0,5984,9880,426,960,0,120,2006,0,150,494,1320,818,0,0,0
FUELHH,20201102,33,13279,0,0,5976,9844,492,969,0,183,2004,0,164,462,1315,992,0,0,0
FUELHH,20201102,34,14863,0,0,5972,9815,1046,985,5,285,2004,0,164,314,1404,994,0,0,0
FUELHH,20201102,35,15635,0,0,5969,10001,1214,983,98,353,2004,0,946,162,1422,1020,0,0,0
FUELHH,20201102,36,15587,0,0,5966,10026,1360,998,96,396,2004,0,994,74,1438,1020,0,0,0
FUELHH,20201102,37,15335,0,0,5968,10263,1286,995,47,268,2004,0,994,0,1456,1020,0,0,0
FUELHH,20201102,38,14958,0,0,5985,10283,896,999,46,232,2004,0,994,6,1477,1020,0,0,0
FUELHH,20201102,39,14161,0,0,5998,10313,618,1051,0,156,2004,62,976,112,1358,1020,0,0,0
FUELHH,20201102,40,13286,0,0,6014,10187,528,1083,0,136,2004,54,976,62,1044,1020,0,0,0
FUELHH,20201102,41,11793,0,0,6020,10065,480,1057,0,130,2004,36,994,202,1013,1020,0,0,0
FUELHH,20201102,42,10213,0,0,6025,10310,348,1055,0,130,2004,82,996,218,1040,1020,0,0,0
FUELHH,20201102,43,9174,0,0,6028,10368,158,875,0,130,1904,78,834,56,1041,946,0,0,0
FUELHH,20201102,44,7531,0,0,6034,10325,128,869,0,138,1888,82,822,30,1022,942,0,0,0
FUELHH,20201102,45,6897,0,0,6034,10556,82,855,0,131,1298,80,354,54,1017,628,0,0,0
FUELHH,20201102,46,5770,0,0,6032,10630,0,825,0,131,1282,28,342,0,989,624,0,0,0
FUELHH,20201102,47,5617,0,0,6037,10483,0,691,0,135,596,78,0,72,955,484,0,0,0
FUELHH,20201102,48,5557,0,0,6041,10077,0,703,28,225,564,86,0,174,1020,476,0,0,0
FUELHH,20201103,1,6425,0,0,6040,10050,0,662,116,261,140,0,0,134,1017,82,0,0,0
FUELHH,20201103,2,6526,0,0,6033,10063,0,659,143,221,132,70,0,136,1024,76,0,0,0
FUELHH,20201103,3,6489,0,0,6041,9830,0,659,143,266,228,58,0,76,1020,0,0,0,0
FUELHH,20201103,4,6189,0,0,6039,9596,0,656,143,276,228,38,0,74,1022,0,0,0,0
FUELHH,20201103,5,5987,0,0,6051,9669,0,655,143,290,180,116,0,26,1017,0,0,0,0
FUELHH,20201103,6,5861,0,0,6057,9273,0,655,143,293,180,60,0,24,989,0,0,0,0
FUELHH,20201103,7,6062,0,0,6073,8831,0,652,143,291,0,124,0,62,1028,0,0,0,0
FUELHH,20201103,8,6132,0,0,6075,8633,0,643,143,279,0,108,0,54,1021,0,0,0,0
FUELHH,20201103,9,4802,0,0,6096,8337,0,667,40,190,1276,126,0,164,1023,328,0,0,0
FUELHH,20201103,10,5173,0,0,6107,7880,0,682,1,157,1370,128,0,250,1027,346,0,0,0
FUELHH,20201103,11,5494,0,0,6114,6942,96,763,41,197,994,128,486,400,1025,628,0,0,0
FUELHH,20201103,12,6617,0,0,6152,6751,40,807,83,253,986,128,552,504,1052,632,0,0,0
FUELHH,20201103,13,7328,0,0,6153,6365,282,767,49,252,1952,128,984,504,1150,994,0,0,0
FUELHH,20201103,14,9145,0,0,6154,6393,286,866,12,196,1994,118,994,504,1452,1000,0,0,0
FUELHH,20201103,15,12432,0,0,6159,6643,382,895,0,133,2004,34,728,504,1626,1000,0,0,0
FUELHH,20201103,16,13962,0,0,6163,6560,130,1057,0,130,2004,6,724,504,1623,1000,0,0,0
FUELHH,20201103,17,14643,0,0,6165,6645,298,1057,0,149,2004,0,990,504,1623,1000,0,0,0
FUELHH,20201103,18,14838,0,0,6174,6666,550,1062,0,167,2004,0,994,448,1624,1000,0,0,0
FUELHH,20201103,19,15571,0,0,6181,6482,436,1042,41,205,2004,0,994,286,1618,1000,0,0,0
FUELHH,20201103,20,14920,0,0,6174,7012,6,1043,49,212,2004,0,994,204,1621,1000,0,0,0
FUELHH,20201103,21,14599,0,0,6168,6964,0,1040,13,146,2004,0,994,66,1627,1000,0,0,0
FUELHH,20201103,22,14132,0,0,6178,7086,0,1042,1,119,2004,22,996,0,1627,1000,0,0,0
FUELHH,20201103,23,13562,0,0,6179,7659,0,927,0,118,1944,138,994,58,1630,1000,0,0,0
FUELHH,20201103,24,13155,0,0,6182,7766,0,882,0,117,1944,90,994,98,1611,1000,0,0,0
FUELHH,20201103,25,13393,0,0,6178,8303,0,883,0,117,1970,224,996,48,1635,1000,0,0,0
FUELHH,20201103,26,13353,0,0,6187,8159,16,878,0,116,1970,220,994,84,1632,1000,0,0,0
FUELHH,20201103,27,13369,0,0,6207,8219,0,894,0,117,2004,196,994,50,1633,1000,0,0,0
FUELHH,20201103,28,13399,0,0,6188,8452,0,885,0,118,2004,78,994,0,1628,1000,0,0,0
FUELHH,20201103,29,13960,0,0,6181,8512,12,872,0,129,2004,96,260,0,1633,1000,0,0,0
FUELHH,20201103,30,14952,0,0,6176,8335,0,872,0,122,2004,44,222,0,1350,990,0,0,0
FUELHH,20201103,31,16638,0,8,6199,8229,150,881,0,121,2006,0,0,0,1348,550,0,0,0
FUELHH,20201103,32,17822,0,36,6204,8419,342,898,0,130,2006,0,0,0,1348,548,0,0,0
FUELHH,20201103,33,18193,0,79,6203,8310,614,1031,0,202,2004,0,784,0,1348,952,0,0,0
FUELHH,20201103,34,19128,0,195,6204,8315,1020,1093,118,270,2004,0,994,0,1351,962,0,0,0
FUELHH,20201103,35,19947,0,275,6203,8367,1600,1094,418,438,2004,0,994,0,1362,1020,0,0,0
FUELHH,20201103,36,20202,0,374,6214,7775,1634,1094,375,436,2004,0,994,0,1538,1020,0,0,0
FUELHH,20201103,37,19663,0,358,6219,8023,1414,1094,347,421,2004,0,994,0,1567,1020,0,0,0
FUELHH,20201103,38,19066,0,241,6219,8620,1142,1093,221,390,2006,0,994,0,1606,1020,0,0,0
FUELHH,20201103,39,19187,0,239,6228,8704,650,993,34,243,2004,0,994,0,1793,1020,0,0,0
FUELHH,20201103,40,18802,0,235,6231,8473,294,927,34,162,2006,0,994,0,1799,1020,0,0,0
FUELHH,20201103,41,18023,0,230,6237,8103,56,927,34,153,2006,0,994,0,1800,1020,0,0,0
FUELHH,20201103,42,16606,0,229,6247,7879,0,931,24,147,2006,0,994,0,1799,1020,0,0,0
FUELHH,20201103,43,15020,0,65,6244,7636,12,704,0,141,2006,0,994,0,1800,840,0,0,0
FUELHH,20201103,44,13272,0,0,6245,7687,0,700,0,134,2006,0,994,0,1801,828,0,0,0
FUELHH,20201103,45,12107,0,0,6241,7257,318,700,0,140,2006,0,994,0,1789,314,0,0,0
FUELHH,20201103,46,11060,0,0,6249,7091,50,695,0,134,2004,0,994,0,1775,306,0,0,0
FUELHH,20201103,47,9386,0,0,6251,7291,0,676,0,134,1712,0,856,0,1769,636,0,0,0
FUELHH,20201103,48,7960,0,0,6241,7190,0,674,0,136,1708,0,852,0,1785,642,0,0,0
FUELHH,20201104,1,7757,0,0,6248,7036,0,575,3,134,1708,0,852,0,1781,690,0,0,0
FUELHH,20201104,2,8101,0,0,6252,6924,0,577,2,137,1708,90,852,0,1788,690,0,0,0
FUELHH,20201104,3,8375,0,0,6251,6635,0,561,1,139,1708,248,852,0,1784,716,0,0,0
FUELHH,20201104,4,8123,0,0,6248,6410,0,559,1,133,1708,326,852,0,1785,716,0,0,0
FUELHH,20201104,5,7921,0,0,6243,6072,0,558,0,142,1708,238,852,0,1788,740,0,0,0
FUELHH,20201104,6,7976,0,0,6248,5969,0,556,1,134,1708,104,852,0,1785,740,0,0,0
FUELHH,20201104,7,7849,0,18,6240,5717,0,557,1,142,1708,0,852,0,1791,544,0,0,0
FUELHH,20201104,8,7447,0,43,6253,5614,0,557,0,134,1708,0,850,0,1776,542,0,0,0
FUELHH,20201104,9,7479,0,67,6251,5741,0,556,0,134,1708,54,852,0,1355,584,0,0,0
FUELHH,20201104,10,7615,0,94,6265,6047,0,577,0,133,1710,80,852,0,1346,582,0,0,0
FUELHH,20201104,11,8037,0,115,6260,5820,0,591,3,133,1948,224,670,0,1361,422,0,0,0
FUELHH,20201104,12,8630,0,170,6260,5582,40,596,3,136,1952,320,670,72,1359,424,0,0,0
FUELHH,20201104,13,10481,0,380,6265,5818,164,743,3,135,2000,196,800,224,1353,698,0,0,0
FUELHH,20201104,14,12946,0,572,6265,5916,0,859,1,133,2000,72,788,240,1354,702,0,0,0
FUELHH,20201104,15,17201,0,730,6260,5763,336,1058,25,148,2008,0,0,74,1514,0,0,0,0
FUELHH,20201104,16,18579,0,862,6260,5240,634,1063,81,248,2008,0,0,0,1629,0,0,0,0
FUELHH,20201104,17,19280,0,1012,6260,4892,182,1063,78,285,2008,0,820,0,1712,0,0,0,0
FUELHH,20201104,18,19345,0,1110,6255,4529,0,1059,67,229,2008,0,996,0,1751,0,0,0,0
FUELHH,20201104,19,18852,0,1134,6258,4074,48,1058,39,142,2006,0,994,0,1761,824,0,0,0
FUELHH,20201104,20,18148,0,1031,6252,4206,310,1035,0,136,2002,0,994,0,1786,864,0,0,0
FUELHH,20201104,21,18074,0,1025,6250,4266,330,813,1,134,1682,0,994,0,1794,788,0,0,0
FUELHH,20201104,22,18193,0,867,6250,3961,0,766,0,132,1676,0,994,0,1818,788,0,0,0
FUELHH,20201104,23,18181,0,805,6258,3768,0,691,0,133,1672,0,994,0,1817,790,0,0,0
FUELHH,20201104,24,18202,0,786,6259,3388,0,641,0,132,1672,0,994,0,1819,790,0,0,0
FUELHH,20201104,25,18803,0,859,6260,3105,0,646,0,134,1692,0,994,0,1825,776,0,0,0
FUELHH,20201104,26,19129,0,876,6256,2999,0,635,0,134,1696,0,994,0,1824,776,0,0,0
FUELHH,20201104,27,18831,0,895,6261,2996,0,624,0,135,2002,0,848,0,1817,888,0,0,0
FUELHH,20201104,28,19220,0,918,6259,2801,0,616,0,142,2008,0,846,0,1820,888,0,0,0
FUELHH,20201104,29,19449,0,974,6258,2766,0,604,0,169,2008,0,994,0,1897,998,0,0,0
FUELHH,20201104,30,20040,0,1087,6262,2702,0,607,0,158,2010,0,994,0,1898,1000,0,0,0
FUELHH,20201104,31,20575,0,1438,6256,2657,0,729,1,155,2010,0,894,0,1916,1000,0,0,0
FUELHH,20201104,32,21283,0,1773,6259,2551,126,898,88,157,2010,0,892,0,1918,1000,0,0,0
FUELHH,20201104,33,21792,0,1994,6258,2701,608,934,182,202,2010,0,986,0,1909,970,0,0,0
FUELHH,20201104,34,22810,0,2196,6255,2868,1108,962,199,357,2010,0,988,0,1918,970,0,0,0
FUELHH,20201104,35,23153,0,2264,6261,3010,1642,1002,355,409,2010,0,994,0,1897,1020,0,0,0
FUELHH,20201104,36,23306,0,2176,6254,2980,1684,1004,273,413,2010,0,994,0,1904,1020,0,0,0
FUELHH,20201104,37,22976,0,2071,6252,3029,1706,865,245,404,2010,0,994,0,1912,1020,0,0,0
FUELHH,20201104,38,22730,0,2140,6248,2936,1348,784,368,366,2010,0,994,0,1918,1020,0,0,0
FUELHH,20201104,39,22402,0,2241,6251,2977,968,845,124,401,2010,0,994,0,1912,1020,0,0,0
FUELHH,20201104,40,22217,0,2083,6251,2983,42,869,78,296,2010,0,994,0,1913,1020,0,0,0
FUELHH,20201104,41,21580,0,1734,6258,2961,0,751,76,226,2010,0,994,0,1914,920,0,0,0
FUELHH,20201104,42,20551,0,1432,6253,3139,0,734,3,135,2010,0,994,0,1914,920,0,0,0
FUELHH,20201104,43,18789,0,1148,6259,3399,0,692,0,134,2010,0,994,0,1892,1000,0,0,0
FUELHH,20201104,44,16912,0,815,6255,3443,0,688,0,133,2010,0,994,0,1917,998,0,0,0
FUELHH,20201104,45,15100,0,646,6258,3599,0,608,0,132,2010,0,994,0,1982,882,0,0,0
FUELHH,20201104,46,13071,0,605,6256,3843,0,630,1,131,2010,0,994,0,2013,882,0,0,0
FUELHH,20201104,47,11292,0,551,6261,3984,0,615,2,132,2010,0,996,0,2024,958,0,0,0
FUELHH,20201104,48,10247,0,551,6261,4032,0,583,1,146,2008,0,994,0,2021,958,0,0,0
FUELHH,20201105,1,9617,0,551,6258,4041,0,552,1,133,1968,0,948,0,2025,980,0,0,0
FUELHH,20201105,2,9599,0,551,6251,4106,0,548,1,131,1968,146,948,76,2024,980,0,0,0
FUELHH,20201105,3,9494,0,551,6249,4076,0,545,1,131,1812,218,726,12,2026,844,0,0,0
FUELHH,20201105,4,9105,0,565,6247,4115,0,536,1,131,1810,164,724,0,2033,844,0,0,0
FUELHH,20201105,5,8439,0,646,6252,4302,0,536,2,131,1810,124,684,0,2013,852,0,0,0
FUELHH,20201105,6,8233,0,646,6245,4269,0,535,2,133,1810,88,610,0,2026,848,0,0,0
FUELHH,20201105,7,8784,0,646,6251,4463,0,534,2,133,1810,0,0,0,2026,546,0,0,0
FUELHH,20201105,8,8382,0,646,6250,4526,0,535,1,133,1812,0,0,0,2029,540,0,0,0
FUELHH,20201105,9,7993,0,646,6248,4494,0,579,4,132,1812,58,0,0,2035,622,0,0,0
FUELHH,20201105,10,8159,0,646,6246,4287,0,580,4,144,1812,42,0,0,2038,622,0,0,0
FUELHH,20201105,11,8729,0,645,6250,4104,0,618,4,132,1742,198,476,42,2026,376,0,0,0
FUELHH,20201105,12,9775,0,645,6249,4017,0,626,2,132,1742,166,526,64,2006,374,0,0,0
FUELHH,20201105,13,11564,0,929,6244,4053,74,677,0,137,1758,28,334,190,2032,630,0,0,0
FUELHH,20201105,14,14004,0,1135,6253,3696,134,764,0,132,1758,0,332,90,2034,632,0,0,0
FUELHH,20201105,15,17271,0,1269,6253,3273,242,756,0,136,2008,0,298,0,2030,864,0,0,0
FUELHH,20201105,16,18549,0,1464,6247,3240,362,824,72,166,2010,0,310,0,2034,866,0,0,0
FUELHH,20201105,17,19108,0,1478,6249,3141,236,858,88,188,2008,0,832,0,2035,858,0,0,0
FUELHH,20201105,18,19425,0,1485,6243,2865,240,799,23,145,2008,0,848,0,2036,858,0,0,0
FUELHH,20201105,19,19421,0,1504,6254,2871,302,877,0,133,2008,0,992,0,2031,998,0,0,0
FUELHH,20201105,20,19014,0,1466,6256,3123,258,786,1,119,2008,0,994,0,2027,1000,0,0,0
FUELHH,20201105,21,19135,0,1472,6258,3262,0,747,0,94,2008,0,850,0,2026,1000,0,0,0
FUELHH,20201105,22,18981,0,1468,6251,3299,0,747,0,94,2008,0,848,0,2032,1000,0,0,0
